Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality 
2024-03-26 12:54,,,1,1,1,1,p
2024-03-26 13:00,,,1,1,1,1,p
2024-03-26 13:06,,,1,1,1,1,p
2024-03-26 13:12,,,1,1,1,1,p
2024-03-26 13:18,,,1,1,1,1,p
2024-03-26 13:24,,,1,1,1,1,p
2024-03-26 13:30,,,1,1,1,1,p
2024-03-26 13:36,,,1,1,1,1,p
2024-03-26 13:42,,,1,1,1,1,p
2024-03-26 13:48,,,1,1,1,1,p
2024-03-26 13:54,,,1,1,1,1,p
2024-03-26 14:00,,,1,1,1,1,p
2024-03-26 14:06,,,1,1,1,1,p
2024-03-26 14:12,,,1,1,1,1,p
2024-03-26 14:18,,,1,1,1,1,p
2024-03-26 14:24,,,1,1,1,1,p
2024-03-26 14:30,,,1,1,1,1,p
2024-03-26 14:36,,,1,1,1,1,p
2024-03-26 14:42,,,1,1,1,1,p
2024-03-26 14:48,,,1,1,1,1,p
2024-03-26 14:54,,,1,1,1,1,p
2024-03-26 15:00,,,1,1,1,1,p
2024-03-26 15:06,,,1,1,1,1,p
2024-03-26 15:12,,,1,1,1,1,p
2024-03-26 15:18,,,1,1,1,1,p
2024-03-26 15:24,,,1,1,1,1,p
2024-03-26 15:30,,,1,1,1,1,p
2024-03-26 15:36,,,1,1,1,1,p
2024-03-26 15:42,,,1,1,1,1,p
2024-03-26 15:48,,,1,1,1,1,p
2024-03-26 15:54,,,1,1,1,1,p
2024-03-26 16:00,,,1,1,1,1,p
2024-03-26 16:06,,,1,1,1,1,p
2024-03-26 16:12,,,1,1,1,1,p
2024-03-26 16:18,,,1,1,1,1,p
2024-03-26 16:24,,,1,1,1,1,p
2024-03-26 16:30,,,1,1,1,1,p
2024-03-26 16:36,,,1,1,1,1,p
2024-03-26 16:42,,,1,1,1,1,p
2024-03-26 16:48,,,1,1,1,1,p
2024-03-26 16:54,0.932,0.009,0,0,0,0,p
2024-03-26 17:00,0.951,0.01,1,0,0,0,p
2024-03-26 17:06,0.992,0.008,0,0,0,0,p
2024-03-26 17:12,1.022,0.006,0,0,0,0,p
2024-03-26 17:18,1.04,0.011,0,0,0,0,p
2024-03-26 17:24,1.061,0.012,0,0,0,0,p
2024-03-26 17:30,1.077,0.009,0,0,0,0,p
2024-03-26 17:36,1.102,0.01,0,0,0,0,p
2024-03-26 17:42,1.115,0.013,0,0,0,0,p
2024-03-26 17:48,1.132,0.008,0,0,0,0,p
2024-03-26 17:54,1.151,0.01,0,0,0,0,p
2024-03-26 18:00,1.166,0.012,0,0,0,0,p
2024-03-26 18:06,1.193,0.012,0,0,0,0,p
2024-03-26 18:12,1.203,0.013,0,0,0,0,p
2024-03-26 18:18,1.211,0.009,0,0,0,0,p
2024-03-26 18:24,1.228,0.009,0,0,0,0,p
2024-03-26 18:30,1.262,0.011,0,0,0,0,p
2024-03-26 18:36,1.275,0.012,0,0,0,0,p
2024-03-26 18:42,1.29,0.015,1,0,0,0,p
2024-03-26 18:48,1.312,0.013,0,0,0,0,p
2024-03-26 18:54,1.321,0.013,0,0,0,0,p
2024-03-26 19:00,1.334,0.012,0,0,0,0,p
2024-03-26 19:06,1.341,0.019,1,0,0,0,p
2024-03-26 19:12,1.36,0.014,1,0,0,0,p
2024-03-26 19:18,1.37,0.012,1,0,0,0,p
2024-03-26 19:24,1.368,0.017,0,0,0,0,p
2024-03-26 19:30,1.375,0.014,0,0,0,0,p
2024-03-26 19:36,1.393,0.011,0,0,0,0,p
2024-03-26 19:42,1.405,0.017,0,0,0,0,p
2024-03-26 19:48,1.418,0.013,0,0,0,0,p
2024-03-26 19:54,1.425,0.022,0,0,0,0,p
2024-03-26 20:00,1.426,0.015,0,0,0,0,p
2024-03-26 20:06,1.44,0.017,0,0,0,0,p
2024-03-26 20:12,1.438,0.015,0,0,0,0,p
2024-03-26 20:18,1.457,0.014,1,0,0,0,p
2024-03-26 20:24,1.455,0.016,0,0,0,0,p
2024-03-26 20:30,1.453,0.013,1,0,0,0,p
2024-03-26 20:36,1.464,0.015,0,0,0,0,p
2024-03-26 20:42,1.466,0.015,0,0,0,0,p
2024-03-26 20:48,1.436,0.017,0,0,0,0,p
2024-03-26 20:54,1.423,0.017,0,0,0,0,p
2024-03-26 21:00,1.429,0.013,0,0,0,0,p
2024-03-26 21:06,1.412,0.013,0,0,0,0,p
2024-03-26 21:12,1.404,0.014,1,0,0,0,p
2024-03-26 21:18,1.377,0.011,0,0,0,0,p
2024-03-26 21:24,1.375,0.012,0,0,0,0,p
2024-03-26 21:30,1.356,0.012,0,0,0,0,p
2024-03-26 21:36,1.344,0.012,0,0,0,0,p
2024-03-26 21:42,1.34,0.01,0,0,0,0,p
2024-03-26 21:48,1.326,0.014,0,0,0,0,p
2024-03-26 21:54,1.312,0.009,0,0,0,0,p
2024-03-26 22:00,1.289,0.013,0,0,0,0,p
2024-03-26 22:06,1.28,0.011,1,0,0,0,p
2024-03-26 22:12,1.259,0.011,0,0,0,0,p
2024-03-26 22:18,1.256,0.011,0,0,0,0,p
2024-03-26 22:24,1.239,0.013,0,0,0,0,p
2024-03-26 22:30,1.217,0.01,0,0,0,0,p
2024-03-26 22:36,1.2,0.008,0,0,0,0,p
2024-03-26 22:42,1.185,0.008,0,0,0,0,p
2024-03-26 22:48,1.17,0.008,0,0,0,0,p
2024-03-26 22:54,1.156,0.012,0,0,0,0,p
2024-03-26 23:00,1.133,0.008,0,0,0,0,p
2024-03-26 23:06,1.107,0.009,0,0,0,0,p
2024-03-26 23:12,1.091,0.01,0,0,0,0,p
2024-03-26 23:18,1.076,0.009,0,0,0,0,p
2024-03-26 23:24,1.052,0.009,0,0,0,0,p
2024-03-26 23:30,1.043,0.011,0,0,0,0,p
2024-03-26 23:36,1.039,0.011,0,0,0,0,p
2024-03-26 23:42,1.006,0.009,0,0,0,0,p
2024-03-26 23:48,0.999,0.009,0,0,0,0,p
2024-03-26 23:54,0.973,0.01,1,0,0,0,p
2024-03-27 00:00,0.964,0.01,1,0,0,0,p
2024-03-27 00:06,0.948,0.01,0,0,0,0,p
2024-03-27 00:12,0.938,0.011,0,0,0,0,p
2024-03-27 00:18,0.936,0.01,0,0,0,0,p
2024-03-27 00:24,,,1,1,1,1,p
2024-03-27 00:30,,,1,1,1,1,p
2024-03-27 00:36,,,1,1,1,1,p
2024-03-27 00:42,,,1,1,1,1,p
2024-03-27 00:48,,,1,1,1,1,p
2024-03-27 00:54,,,1,1,1,1,p
2024-03-27 01:00,,,1,1,1,1,p
2024-03-27 01:06,,,1,1,1,1,p
2024-03-27 01:12,,,1,1,1,1,p
2024-03-27 01:18,,,1,1,1,1,p
2024-03-27 01:24,,,1,1,1,1,p
2024-03-27 01:30,,,1,1,1,1,p
2024-03-27 01:36,,,1,1,1,1,p
2024-03-27 01:42,,,1,1,1,1,p
2024-03-27 01:48,,,1,1,1,1,p
2024-03-27 01:54,,,1,1,1,1,p
2024-03-27 02:00,,,1,1,1,1,p
2024-03-27 02:06,,,1,1,1,1,p
2024-03-27 02:12,,,1,1,1,1,p
2024-03-27 02:18,,,1,1,1,1,p
2024-03-27 02:24,,,1,1,1,1,p
2024-03-27 02:30,,,1,1,1,1,p
2024-03-27 02:36,,,1,1,1,1,p
2024-03-27 02:42,,,1,1,1,1,p
2024-03-27 02:48,,,1,1,1,1,p
2024-03-27 02:54,,,1,1,1,1,p
2024-03-27 03:00,,,1,1,1,1,p
2024-03-27 03:06,,,1,1,1,1,p
2024-03-27 03:12,,,1,1,1,1,p
2024-03-27 03:18,,,1,1,1,1,p
2024-03-27 03:24,,,1,1,1,1,p
2024-03-27 03:30,,,1,1,1,1,p
2024-03-27 03:36,,,1,1,1,1,p
2024-03-27 03:42,,,1,1,1,1,p
2024-03-27 03:48,,,1,1,1,1,p
2024-03-27 03:54,0.932,0.009,0,0,0,0,p
2024-03-27 04:00,0.942,0.009,0,0,0,0,p
2024-03-27 04:06,0.972,0.011,0,0,0,0,p
2024-03-27 04:12,0.988,0.01,0,0,0,0,p
2024-03-27 04:18,1.006,0.014,0,0,0,0,p
2024-03-27 04:24,1.017,0.012,0,0,0,0,p
2024-03-27 04:30,1.033,0.013,0,0,0,0,p
2024-03-27 04:36,1.057,0.013,0,0,0,0,p
2024-03-27 04:42,1.07,0.009,0,0,0,0,p
2024-03-27 04:48,1.091,0.01,0,0,0,0,p
2024-03-27 04:54,1.117,0.013,0,0,0,0,p
2024-03-27 05:00,1.135,0.012,0,0,0,0,p
2024-03-27 05:06,1.156,0.012,0,0,0,0,p
2024-03-27 05:12,1.17,0.013,0,0,0,0,p
2024-03-27 05:18,1.187,0.011,0,0,0,0,p
2024-03-27 05:24,1.191,0.013,0,0,0,0,p
2024-03-27 05:30,1.213,0.011,0,0,0,0,p
2024-03-27 05:36,1.226,0.013,0,0,0,0,p
2024-03-27 05:42,1.245,0.01,0,0,0,0,p
2024-03-27 05:48,1.286,0.014,0,0,0,0,p
2024-03-27 05:54,1.316,0.011,0,0,0,0,p
2024-03-27 06:00,1.337,0.014,0,0,0,0,p
2024-03-27 06:06,1.349,0.017,0,0,0,0,p
2024-03-27 06:12,1.374,0.017,0,0,0,0,p
2024-03-27 06:18,1.4,0.017,0,0,0,0,p
2024-03-27 06:24,1.416,0.017,0,0,0,0,p
2024-03-27 06:30,1.431,0.015,0,0,0,0,p
2024-03-27 06:36,1.448,0.016,0,0,0,0,p
2024-03-27 06:42,1.446,0.017,0,0,0,0,p
2024-03-27 06:48,1.483,0.015,1,0,0,0,p
2024-03-27 06:54,1.512,0.026,0,0,0,0,p
2024-03-27 07:00,1.531,0.018,0,0,0,0,p
2024-03-27 07:06,1.553,0.016,1,0,0,0,p
2024-03-27 07:12,1.572,0.016,1,0,0,0,p
2024-03-27 07:18,1.568,0.014,0,0,0,0,p
2024-03-27 07:24,1.579,0.013,1,0,0,0,p
2024-03-27 07:30,1.594,0.014,0,0,0,0,p
2024-03-27 07:36,1.6,0.012,1,0,0,0,p
2024-03-27 07:42,1.604,0.021,0,0,0,0,p
2024-03-27 07:48,1.623,0.017,0,0,0,0,p
2024-03-27 07:54,1.635,0.015,0,0,0,0,p
2024-03-27 08:00,1.631,0.017,0,0,0,0,p
2024-03-27 08:06,1.645,0.015,0,0,0,0,p
2024-03-27 08:12,1.669,0.013,0,0,0,0,p
2024-03-27 08:18,1.648,0.02,0,0,0,0,p
2024-03-27 08:24,1.661,0.012,0,0,0,0,p
2024-03-27 08:30,1.646,0.02,0,0,0,0,p
2024-03-27 08:36,1.606,0.019,0,0,0,0,p
2024-03-27 08:42,1.616,0.016,0,0,0,0,p
2024-03-27 08:48,1.612,0.016,0,0,0,0,p
2024-03-27 08:54,1.611,0.015,0,0,0,0,p
2024-03-27 09:00,1.602,0.014,0,0,0,0,p
2024-03-27 09:06,1.591,0.015,0,0,0,0,p
2024-03-27 09:12,1.563,0.011,0,0,0,0,p
2024-03-27 09:18,1.549,0.018,1,0,0,0,p
2024-03-27 09:24,1.545,0.015,0,0,0,0,p
2024-03-27 09:30,1.538,0.014,0,0,0,0,p
2024-03-27 09:36,1.485,0.014,0,0,0,0,p
2024-03-27 09:42,1.475,0.016,0,0,0,0,p
2024-03-27 09:48,1.453,0.016,0,0,0,0,p
2024-03-27 09:54,1.426,0.015,0,0,0,0,p
2024-03-27 10:00,1.412,0.011,0,0,0,0,p
2024-03-27 10:06,1.394,0.015,0,0,0,0,p
2024-03-27 10:12,1.36,0.013,0,0,0,0,p
2024-03-27 10:18,1.356,0.012,0,0,0,0,p
2024-03-27 10:24,1.311,0.011,0,0,0,0,p
2024-03-27 10:30,1.306,0.012,0,0,0,0,p
2024-03-27 10:36,1.262,0.011,0,0,0,0,p
2024-03-27 10:42,1.245,0.01,0,0,0,0,p
2024-03-27 10:48,1.207,0.008,0,0,0,0,p
2024-03-27 10:54,1.182,0.009,0,0,0,0,p
2024-03-27 11:00,1.15,0.012,0,0,0,0,p
2024-03-27 11:06,1.136,0.01,0,0,0,0,p
2024-03-27 11:12,1.117,0.012,0,0,0,0,p
2024-03-27 11:18,1.092,0.012,0,0,0,0,p
2024-03-27 11:24,1.072,0.008,0,0,0,0,p
2024-03-27 11:30,1.058,0.01,0,0,0,0,p
2024-03-27 11:36,1.022,0.008,0,0,0,0,p
2024-03-27 11:42,1.006,0.014,0,0,0,0,p
2024-03-27 11:48,0.996,0.011,0,0,0,0,p
2024-03-27 11:54,0.965,0.007,0,0,0,0,p
2024-03-27 12:00,0.942,0.009,0,0,0,0,p
2024-03-27 12:06,,,1,1,1,1,p
2024-03-27 12:12,,,1,1,1,1,p
2024-03-27 12:18,,,1,1,1,1,p
2024-03-27 12:24,,,1,1,1,1,p
2024-03-27 12:30,,,1,1,1,1,p
2024-03-27 12:36,,,1,1,1,1,p
2024-03-27 12:42,,,1,1,1,1,p
2024-03-27 12:48,,,1,1,1,1,p
2024-03-27 12:54,,,1,1,1,1,p
2024-03-27 13:00,,,1,1,1,1,p
2024-03-27 13:06,,,1,1,1,1,p
2024-03-27 13:12,,,1,1,1,1,p
2024-03-27 13:18,,,1,1,1,1,p
2024-03-27 13:24,,,1,1,1,1,p
2024-03-27 13:30,,,1,1,1,1,p
2024-03-27 13:36,,,1,1,1,1,p
2024-03-27 13:42,,,1,1,1,1,p
2024-03-27 13:48,,,1,1,1,1,p
2024-03-27 13:54,,,1,1,1,1,p
2024-03-27 14:00,,,1,1,1,1,p
2024-03-27 14:06,,,1,1,1,1,p
2024-03-27 14:12,,,1,1,1,1,p
2024-03-27 14:18,,,1,1,1,1,p
2024-03-27 14:24,,,1,1,1,1,p
2024-03-27 14:30,,,1,1,1,1,p
2024-03-27 14:36,,,1,1,1,1,p
2024-03-27 14:42,,,1,1,1,1,p
2024-03-27 14:48,,,1,1,1,1,p
2024-03-27 14:54,,,1,1,1,1,p
2024-03-27 15:00,,,1,1,1,1,p
2024-03-27 15:06,,,1,1,1,1,p
2024-03-27 15:12,,,1,1,1,1,p
2024-03-27 15:18,,,1,1,1,1,p
2024-03-27 15:24,,,1,1,1,1,p
2024-03-27 15:30,,,1,1,1,1,p
2024-03-27 15:36,,,1,1,1,1,p
2024-03-27 15:42,,,1,1,1,1,p
2024-03-27 15:48,,,1,1,1,1,p
2024-03-27 15:54,,,1,1,1,1,p
2024-03-27 16:00,,,1,1,1,1,p
2024-03-27 16:06,,,1,1,1,1,p
2024-03-27 16:12,,,1,1,1,1,p
2024-03-27 16:18,,,1,1,1,1,p
2024-03-27 16:24,,,1,1,1,1,p
2024-03-27 16:30,,,1,1,1,1,p
2024-03-27 16:36,,,1,1,1,1,p
2024-03-27 16:42,,,1,1,1,1,p
2024-03-27 16:48,,,1,1,1,1,p
2024-03-27 16:54,,,1,1,1,1,p
2024-03-27 17:00,,,1,1,1,1,p
2024-03-27 17:06,,,1,1,1,1,p
2024-03-27 17:12,,,1,1,1,1,p
2024-03-27 17:18,,,1,1,1,1,p
2024-03-27 17:24,,,1,1,1,1,p
2024-03-27 17:30,,,1,1,1,1,p
2024-03-27 17:36,0.932,0.008,0,0,0,0,p
2024-03-27 17:42,0.968,0.008,0,0,0,0,p
2024-03-27 17:48,0.972,0.005,1,0,0,0,p
2024-03-27 17:54,0.984,0.01,0,0,0,0,p
2024-03-27 18:00,1.011,0.007,0,0,0,0,p
2024-03-27 18:06,1.032,0.012,0,0,0,0,p
2024-03-27 18:12,1.032,0.008,0,0,0,0,p
2024-03-27 18:18,1.062,0.009,0,0,0,0,p
2024-03-27 18:24,1.106,0.011,0,0,0,0,p
2024-03-27 18:30,1.121,0.014,0,0,0,0,p
2024-03-27 18:36,1.141,0.012,0,0,0,0,p
2024-03-27 18:42,1.165,0.016,0,0,0,0,p
2024-03-27 18:48,1.17,0.017,1,0,0,0,p
2024-03-27 18:54,1.178,0.012,0,0,0,0,p
2024-03-27 19:00,1.199,0.009,1,0,0,0,p
2024-03-27 19:06,1.225,0.016,0,0,0,0,p
2024-03-27 19:12,1.232,0.017,0,0,0,0,p
2024-03-27 19:18,1.239,0.016,0,0,0,0,p
2024-03-27 19:24,1.251,0.017,0,0,0,0,p
2024-03-27 19:30,1.259,0.017,0,0,0,0,p
2024-03-27 19:36,1.289,0.02,0,0,0,0,p
2024-03-27 19:42,1.293,0.015,0,0,0,0,p
2024-03-27 19:48,1.307,0.018,0,0,0,0,p
2024-03-27 19:54,1.321,0.019,0,0,0,0,p
2024-03-27 20:00,1.336,0.015,0,0,0,0,p
2024-03-27 20:06,1.353,0.02,0,0,0,0,p
2024-03-27 20:12,1.351,0.022,0,0,0,0,p
2024-03-27 20:18,1.355,0.015,0,0,0,0,p
2024-03-27 20:24,1.378,0.022,0,0,0,0,p
2024-03-27 20:30,1.368,0.018,0,0,0,0,p
2024-03-27 20:36,1.386,0.017,0,0,0,0,p
2024-03-27 20:42,1.414,0.016,0,0,0,0,p
2024-03-27 20:48,1.412,0.019,0,0,0,0,p
2024-03-27 20:54,1.411,0.016,0,0,0,0,p
2024-03-27 21:00,1.42,0.014,0,0,0,0,p
2024-03-27 21:06,1.412,0.012,0,0,0,0,p
2024-03-27 21:12,1.401,0.014,0,0,0,0,p
2024-03-27 21:18,1.399,0.016,0,0,0,0,p
2024-03-27 21:24,1.411,0.015,0,0,0,0,p
2024-03-27 21:30,1.399,0.017,0,0,0,0,p
2024-03-27 21:36,1.394,0.014,0,0,0,0,p
2024-03-27 21:42,1.394,0.013,0,0,0,0,p
2024-03-27 21:48,1.381,0.015,0,0,0,0,p
2024-03-27 21:54,1.378,0.015,0,0,0,0,p
2024-03-27 22:00,1.384,0.011,0,0,0,0,p
2024-03-27 22:06,1.367,0.012,0,0,0,0,p
2024-03-27 22:12,1.36,0.008,0,0,0,0,p
2024-03-27 22:18,1.352,0.011,0,0,0,0,p
2024-03-27 22:24,1.344,0.012,0,0,0,0,p
2024-03-27 22:30,1.312,0.011,1,0,0,0,p
2024-03-27 22:36,1.316,0.008,0,0,0,0,p
2024-03-27 22:42,1.299,0.009,0,0,0,0,p
2024-03-27 22:48,1.289,0.011,0,0,0,0,p
2024-03-27 22:54,1.274,0.012,0,0,0,0,p
2024-03-27 23:00,1.248,0.01,0,0,0,0,p
2024-03-27 23:06,1.234,0.008,0,0,0,0,p
2024-03-27 23:12,1.213,0.008,0,0,0,0,p
2024-03-27 23:18,1.199,0.007,0,0,0,0,p
2024-03-27 23:24,1.187,0.009,0,0,0,0,p
2024-03-27 23:30,1.178,0.009,0,0,0,0,p
2024-03-27 23:36,1.169,0.009,0,0,0,0,p
2024-03-27 23:42,1.15,0.01,0,0,0,0,p
2024-03-27 23:48,1.135,0.01,0,0,0,0,p
2024-03-27 23:54,1.124,0.009,0,0,0,0,p
2024-03-28 00:00,1.091,0.01,0,0,0,0,p
2024-03-28 00:06,1.091,0.006,0,0,0,0,p
2024-03-28 00:12,1.083,0.013,0,0,0,0,p
2024-03-28 00:18,1.058,0.006,0,0,0,0,p
2024-03-28 00:24,1.052,0.008,0,0,0,0,p
2024-03-28 00:30,1.05,0.007,0,0,0,0,p
2024-03-28 00:36,1.02,0.007,0,0,0,0,p
2024-03-28 00:42,1.013,0.004,0,0,0,0,p
2024-03-28 00:48,1.002,0.008,0,0,0,0,p
2024-03-28 00:54,1.016,0.009,1,0,0,0,p
2024-03-28 01:00,0.987,0.003,1,0,0,0,p
2024-03-28 01:06,0.994,0.009,0,0,0,0,p
2024-03-28 01:12,0.966,0.007,0,0,0,0,p
2024-03-28 01:18,0.969,0.005,0,0,0,0,p
2024-03-28 01:24,0.957,0.006,0,0,0,0,p
2024-03-28 01:30,0.957,0.007,0,0,0,0,p
2024-03-28 01:36,0.948,0.006,0,0,0,0,p
2024-03-28 01:42,0.959,0.017,0,0,0,0,p
2024-03-28 01:48,,,1,1,1,1,p
2024-03-28 01:54,0.948,0.006,1,0,0,0,p
2024-03-28 02:00,0.931,0.005,0,0,0,0,p
2024-03-28 02:06,0.938,0.007,0,0,0,0,p
2024-03-28 02:12,0.929,0.008,0,0,0,0,p
2024-03-28 02:18,,,1,1,1,1,p
2024-03-28 02:24,0.943,0.007,0,0,0,0,p
2024-03-28 02:30,0.938,0.006,0,0,0,0,p
2024-03-28 02:36,0.935,0.006,0,0,0,0,p
2024-03-28 02:42,0.932,0.005,0,0,0,0,p
2024-03-28 02:48,0.946,0.007,0,0,0,0,p
2024-03-28 02:54,0.929,0.007,0,0,0,0,p
2024-03-28 03:00,0.946,0.007,0,0,0,0,p
2024-03-28 03:06,0.951,0.005,0,0,0,0,p
2024-03-28 03:12,0.94,0.006,0,0,0,0,p
2024-03-28 03:18,0.959,0.006,0,0,0,0,p
2024-03-28 03:24,0.969,0.006,0,0,0,0,p
2024-03-28 03:30,0.968,0.008,0,0,0,0,p
2024-03-28 03:36,0.995,0.007,0,0,0,0,p
2024-03-28 03:42,0.995,0.004,0,0,0,0,p
2024-03-28 03:48,0.984,0.005,0,0,0,0,p
2024-03-28 03:54,1.002,0.008,0,0,0,0,p
2024-03-28 04:00,1.006,0.006,0,0,0,0,p
2024-03-28 04:06,1.043,0.006,1,0,0,0,p
2024-03-28 04:12,1.037,0.005,1,0,0,0,p
2024-03-28 04:18,1.054,0.013,1,0,0,0,p
2024-03-28 04:24,1.069,0.009,1,0,0,0,p
2024-03-28 04:30,1.085,0.01,0,0,0,0,p
2024-03-28 04:36,1.1,0.011,0,0,0,0,p
2024-03-28 04:42,1.115,0.012,0,0,0,0,p
2024-03-28 04:48,1.145,0.014,0,0,0,0,p
2024-03-28 04:54,1.17,0.015,0,0,0,0,p
2024-03-28 05:00,1.177,0.014,0,0,0,0,p
2024-03-28 05:06,1.208,0.013,0,0,0,0,p
2024-03-28 05:12,1.226,0.017,0,0,0,0,p
2024-03-28 05:18,1.247,0.013,0,0,0,0,p
2024-03-28 05:24,1.267,0.011,0,0,0,0,p
2024-03-28 05:30,1.263,0.011,0,0,0,0,p
2024-03-28 05:36,1.278,0.013,1,0,0,0,p
2024-03-28 05:42,1.306,0.014,0,0,0,0,p
2024-03-28 05:48,1.318,0.01,0,0,0,0,p
2024-03-28 05:54,1.342,0.012,0,0,0,0,p
2024-03-28 06:00,1.37,0.015,0,0,0,0,p
2024-03-28 06:06,1.401,0.016,0,0,0,0,p
2024-03-28 06:12,1.414,0.013,1,0,0,0,p
2024-03-28 06:18,1.452,0.012,0,0,0,0,p
2024-03-28 06:24,1.463,0.013,0,0,0,0,p
2024-03-28 06:30,1.479,0.012,1,0,0,0,p
2024-03-28 06:36,1.501,0.011,0,0,0,0,p
2024-03-28 06:42,1.523,0.015,0,0,0,0,p
2024-03-28 06:48,1.527,0.01,0,0,0,0,p
2024-03-28 06:54,1.559,0.012,0,0,0,0,p
2024-03-28 07:00,1.575,0.012,0,0,0,0,p
2024-03-28 07:06,1.589,0.01,0,0,0,0,p
2024-03-28 07:12,1.623,0.008,0,0,0,0,p
2024-03-28 07:18,1.622,0.009,0,0,0,0,p
2024-03-28 07:24,1.637,0.011,0,0,0,0,p
2024-03-28 07:30,1.654,0.01,0,0,0,0,p
2024-03-28 07:36,1.674,0.009,0,0,0,0,p
2024-03-28 07:42,1.674,0.01,0,0,0,0,p
2024-03-28 07:48,1.691,0.013,1,0,0,0,p
2024-03-28 07:54,1.705,0.011,0,0,0,0,p
2024-03-28 08:00,1.709,0.013,0,0,0,0,p
2024-03-28 08:06,1.715,0.012,0,0,0,0,p
2024-03-28 08:12,1.721,0.012,0,0,0,0,p
2024-03-28 08:18,1.724,0.01,0,0,0,0,p
2024-03-28 08:24,1.732,0.011,0,0,0,0,p
2024-03-28 08:30,1.75,0.012,0,0,0,0,p
2024-03-28 08:36,1.738,0.009,0,0,0,0,p
2024-03-28 08:42,1.746,0.009,0,0,0,0,p
2024-03-28 08:48,1.743,0.014,0,0,0,0,p
2024-03-28 08:54,1.716,0.01,0,0,0,0,p
2024-03-28 09:00,1.701,0.015,0,0,0,0,p
2024-03-28 09:06,1.7,0.013,0,0,0,0,p
2024-03-28 09:12,1.701,0.011,0,0,0,0,p
2024-03-28 09:18,1.687,0.01,0,0,0,0,p
2024-03-28 09:24,1.701,0.009,0,0,0,0,p
2024-03-28 09:30,1.682,0.009,0,0,0,0,p
2024-03-28 09:36,1.656,0.009,0,0,0,0,p
2024-03-28 09:42,1.632,0.01,0,0,0,0,p
2024-03-28 09:48,1.624,0.01,0,0,0,0,p
2024-03-28 09:54,1.59,0.011,0,0,0,0,p
2024-03-28 10:00,1.556,0.013,0,0,0,0,p
2024-03-28 10:06,1.545,0.009,0,0,0,0,p
2024-03-28 10:12,1.526,0.013,0,0,0,0,p
2024-03-28 10:18,1.511,0.008,0,0,0,0,p
2024-03-28 10:24,1.486,0.009,0,0,0,0,p
2024-03-28 10:30,1.457,0.01,0,0,0,0,p
2024-03-28 10:36,1.422,0.011,0,0,0,0,p
2024-03-28 10:42,1.401,0.012,0,0,0,0,p
2024-03-28 10:48,1.366,0.01,0,0,0,0,p
2024-03-28 10:54,1.347,0.012,0,0,0,0,p
2024-03-28 11:00,1.314,0.009,0,0,0,0,p
2024-03-28 11:06,1.28,0.008,0,0,0,0,p
2024-03-28 11:12,1.275,0.01,0,0,0,0,p
2024-03-28 11:18,1.252,0.011,0,0,0,0,p
2024-03-28 11:24,1.208,0.01,0,0,0,0,p
2024-03-28 11:30,1.185,0.006,0,0,0,0,p
2024-03-28 11:36,1.162,0.01,0,0,0,0,p
2024-03-28 11:42,1.139,0.01,0,0,0,0,p
2024-03-28 11:48,1.12,0.006,0,0,0,0,p
2024-03-28 11:54,1.094,0.007,0,0,0,0,p
2024-03-28 12:00,1.085,0.007,0,0,0,0,p
2024-03-28 12:06,1.072,0.006,0,0,0,0,p
2024-03-28 12:12,1.047,0.012,0,0,0,0,p
2024-03-28 12:18,1.007,0.005,0,0,0,0,p
2024-03-28 12:24,1.022,0.007,0,0,0,0,p
2024-03-28 12:30,0.981,0.005,0,0,0,0,p
2024-03-28 12:36,0.966,0.004,0,0,0,0,p
2024-03-28 12:42,0.962,0.007,0,0,0,0,p
2024-03-28 12:48,0.931,0.005,0,0,0,0,p
2024-03-28 12:54,,,1,1,1,1,p
2024-03-28 13:00,,,1,1,1,1,p
2024-03-28 13:06,,,1,1,1,1,p
2024-03-28 13:12,,,1,1,1,1,p
2024-03-28 13:18,,,1,1,1,1,p
2024-03-28 13:24,,,1,1,1,1,p
2024-03-28 13:30,,,1,1,1,1,p
2024-03-28 13:36,,,1,1,1,1,p
2024-03-28 13:42,,,1,1,1,1,p
2024-03-28 13:48,,,1,1,1,1,p
2024-03-28 13:54,,,1,1,1,1,p
2024-03-28 14:00,,,1,1,1,1,p
2024-03-28 14:06,,,1,1,1,1,p
2024-03-28 14:12,,,1,1,1,1,p
2024-03-28 14:18,,,1,1,1,1,p
2024-03-28 14:24,,,1,1,1,1,p
2024-03-28 14:30,,,1,1,1,1,p
2024-03-28 14:36,,,1,1,1,1,p
2024-03-28 14:42,,,1,1,1,1,p
2024-03-28 14:48,,,1,1,1,1,p
2024-03-28 14:54,,,1,1,1,1,p
2024-03-28 15:00,,,1,1,1,1,p
2024-03-28 15:06,,,1,1,1,1,p
2024-03-28 15:12,,,1,1,1,1,p
2024-03-28 15:18,,,1,1,1,1,p
2024-03-28 15:24,,,1,1,1,1,p
2024-03-28 15:30,,,1,1,1,1,p
2024-03-28 15:36,,,1,1,1,1,p
2024-03-28 15:42,,,1,1,1,1,p
2024-03-28 15:48,,,1,1,1,1,p
2024-03-28 15:54,,,1,1,1,1,p
2024-03-28 16:00,,,1,1,1,1,p
2024-03-28 16:06,,,1,1,1,1,p
2024-03-28 16:12,,,1,1,1,1,p
2024-03-28 16:18,,,1,1,1,1,p
2024-03-28 16:24,,,1,1,1,1,p
